Borough_BORO,ZIPCODE,CUISINE,ACT.CODE,VIOLCODE,SCORE,CURRENTGRADE_current
Borough_Manhattan,10029,Other,O_action,10F,2,Z_current
Borough_Queens,11432,Delicatessen,U_action,02G,27,B_current
Borough_Queens,11432,Delicatessen,U_action,04L,27,B_current
Borough_Bronx,10459,Chinese,U_action,08A,27,B_current
Borough_Manhattan,10038,---,D_action,06C,7,A_current
Borough_Queens,11693,Thai,U_action,04N,14,B_current
Borough_Manhattan,10013,Café/Coffee/Tea,D_action,04O,8,A_current
Borough_Queens,11432,Delicatessen,U_action,02B,27,B_current
Borough_Brooklyn,11201,American,D_action,10F,7,A_current
Borough_Manhattan,10019,Seafood,U_action,04N,24,B_current
Borough_Manhattan,10019,Seafood,U_action,08A,24,B_current
Borough_Manhattan,10013,Italian,U_action,06D,13,A_current
Borough_5,10303,American,D_action,10F,9,A_current
Borough_Manhattan,10009,Japanese,U_action,04H,20,Z_current
Borough_Brooklyn,11215,Italian,D_action,10C,11,A_current
Borough_Manhattan,10013,Italian,F_action,04M,43,C_current
Borough_Brooklyn,11215,Indonesian,F_action,02H,29,C_current
Borough_Brooklyn,11238,African,U_action,06E,11,A_current
Borough_Bronx,10458,Mexican,U_action,10B,25,Z_current
Borough_Queens,11365,Delicatessen,D_action,10F,12,A_current
Borough_Manhattan,10036,Italian,U_action,06E,18,B_current
Borough_Bronx,10472,American,U_action,02G,18,B_current
Borough_Brooklyn,11222,American,U_action,06D,19,Z_current
Borough_Queens,11436,American,U_action,04A,16,B_current
Borough_Manhattan,10016,American,D_action,10F,13,A_current
Borough_Queens,11355,Pizza,D_action,06D,13,A_current
Borough_Brooklyn,11238,French,F_action,06E,25,B_current
Borough_Brooklyn,11238,French,F_action,08A,25,B_current
Borough_Manhattan,10021,American,F_action,04C,22,B_current
Borough_Bronx,10458,Chinese,F_action,09A,60,Z_current
Borough_Manhattan,10003,Pizza,F_action,10B,13,A_current
Borough_Bronx,10458,Bakery,U_action,04L,11,A_current
Borough_Manhattan,10038,Chicken,F_action,04M,15,B_current
Borough_Brooklyn,11234,Hamburgers,U_action,04L,23,B_current
Borough_Brooklyn,11234,Hamburgers,U_action,06D,23,B_current
Borough_Manhattan,10003,Thai,D_action,04N,12,A_current
Borough_Manhattan,10003,Thai,D_action,08A,12,A_current
Borough_Manhattan,10016,Sandwiches,D_action,10F,2,A_current
Borough_Brooklyn,11233,American,U_action,10F,11,A_current
Borough_Bronx,10458,Mexican,U_action,10H,19,Z_current
Borough_Manhattan,10025,Delicatessen,F_action,10B,33,Z_current
Borough_Queens,11379,Bagels/Pretzels,F_action,02G,39,Z_current
Borough_Queens,11436,Chinese,D_action,05D,12,A_current
Borough_Queens,11357,Italian,F_action,04H,29,Z_current
Borough_Queens,11357,Italian,F_action,06C,29,Z_current
Borough_Manhattan,10018,Turkish,F_action,06C,29,Z_current
Borough_Manhattan,10018,Bakery,D_action,10B,5,A_current
Borough_Brooklyn,11230,American,F_action,04M,40,Z_current
Borough_Brooklyn,11230,American,F_action,10F,40,Z_current
Borough_Queens,11356,American,U_action,04L,13,A_current
Borough_Brooklyn,11211,American,D_action,06D,9,A_current
Borough_Queens,11102,---,D_action,09B,9,A_current
Borough_Queens,11432,Chinese,U_action,02B,9,A_current
Borough_Bronx,10471,Sandwiches/Salads/MixedBuffet,D_action,04N,6,A_current
Borough_Queens,11104,American,U_action,04M,19,Z_current
Borough_Queens,11436,Chicken,U_action,02G,27,B_current
Borough_Brooklyn,11209,Egyptian,U_action,08A,14,B_current
Borough_Queens,11426,Indian,U_action,04L,25,Z_current
Borough_Queens,11426,Indian,U_action,06C,25,Z_current
Borough_Queens,11417,American,U_action,04H,26,Z_current
Borough_Queens,11432,Delicatessen,U_action,08A,27,B_current
Borough_Queens,11432,Delicatessen,U_action,10E,27,B_current
Borough_Brooklyn,11226,Caribbean,B_action,,0,A_current
Borough_Manhattan,10001,Pizza,D_action,06D,12,A_current
Borough_Manhattan,10001,Pizza,D_action,10B,12,A_current
Borough_Manhattan,10023,Italian,D_action,02B,7,A_current
Borough_Brooklyn,11213,American,U_action,04M,15,Z_current
Borough_Manhattan,10012,Café/Coffee/Tea,D_action,02G,13,A_current
Borough_Manhattan,10012,Café/Coffee/Tea,D_action,99B,13,A_current
Borough_Manhattan,10004,American,U_action,06E,12,A_current
Borough_Queens,11377,Hamburgers,D_action,10F,4,A_current
Borough_Manhattan,10012,Café/Coffee/Tea,D_action,10B,13,A_current
Borough_Brooklyn,11213,American,U_action,10F,15,Z_current
Borough_5,10302,Chinese,D_action,10B,10,A_current
Borough_Manhattan,10014,American,D_action,10F,10,A_current
Borough_5,10302,Chinese,D_action,06D,10,A_current
Borough_Manhattan,10016,American,D_action,08A,11,A_current
Borough_5,10302,Chinese,D_action,10F,10,A_current
Borough_Manhattan,10016,American,D_action,04L,11,A_current
Borough_Manhattan,10014,American,D_action,06D,10,A_current
Borough_Manhattan,10014,American,D_action,10B,10,A_current
Borough_Manhattan,10003,Japanese,D_action,06D,5,A_current
Borough_Manhattan,10025,Indian,F_action,02B,41,Z_current
Borough_Manhattan,10025,Indian,F_action,04J,41,Z_current
Borough_Manhattan,10025,Indian,F_action,05D,41,Z_current
Borough_Manhattan,10014,Pizza,U_action,04N,23,Z_current
Borough_Manhattan,10014,Pizza,U_action,08A,23,Z_current
Borough_Manhattan,10025,Indian,F_action,02G,41,Z_current
Borough_Manhattan,10025,Indian,F_action,10H,41,Z_current
Borough_Manhattan,10025,Indian,F_action,06C,41,Z_current
Borough_Manhattan,10014,Pizza,U_action,99B,23,Z_current
Borough_Manhattan,10014,Pizza,U_action,02G,23,Z_current
Borough_Manhattan,10003,Mediterranean,D_action,10H,13,A_current
Borough_Manhattan,10001,American,D_action,10F,5,A_current
Borough_Manhattan,10003,Mediterranean,D_action,02G,13,A_current
Borough_Queens,11373,American,D_action,09C,13,A_current
Borough_Queens,11373,American,D_action,10D,13,A_current
Borough_Manhattan,10001,American,D_action,10A,5,A_current
Borough_Queens,11358,Greek,F_action,04M,27,B_current
Borough_Queens,11358,Greek,F_action,10F,27,B_current
Borough_Manhattan,10003,Mediterranean,D_action,08B,13,A_current
Borough_Queens,11358,Greek,F_action,09A,27,B_current
Borough_Queens,11373,American,D_action,02G,13,A_current
Borough_Queens,11358,Greek,F_action,02G,27,B_current
Borough_Queens,11358,Greek,F_action,08C,27,B_current
Borough_Queens,11362,Hamburgers,D_action,10F,2,A_current
Borough_Manhattan,10065,Pizza,D_action,08C,12,A_current
Borough_Queens,11103,American,D_action,06D,9,A_current
Borough_Queens,11103,American,D_action,10B,9,A_current
Borough_Manhattan,10065,Pizza,D_action,05D,12,A_current
Borough_Manhattan,10005,Chinese,F_action,04J,40,Z_current
Borough_Queens,11103,American,D_action,10F,9,A_current
Borough_Manhattan,10005,Chinese,F_action,02B,40,Z_current
Borough_Manhattan,10005,Chinese,F_action,04M,40,Z_current
Borough_Manhattan,10019,American,D_action,06E,8,A_current
Borough_Manhattan,10005,Chinese,F_action,06A,40,Z_current
Borough_Manhattan,10005,Chinese,F_action,08A,40,Z_current
Borough_Queens,11435,American,D_action,06E,7,A_current
Borough_Manhattan,10019,American,D_action,10B,8,A_current
Borough_Manhattan,10005,Chinese,F_action,02G,40,Z_current
Borough_Manhattan,10005,Chinese,F_action,09B,40,Z_current
Borough_Queens,11435,American,D_action,10H,7,A_current
Borough_Queens,11379,Bakery,D_action,06C,9,A_current
Borough_Queens,11379,Bakery,D_action,10H,9,A_current
Borough_Manhattan,10009,American,F_action,04M,78,Z_current
Borough_Manhattan,10009,American,F_action,10B,78,Z_current
Borough_Manhattan,10009,American,F_action,04K,78,Z_current
Borough_Manhattan,10009,American,F_action,04N,78,Z_current
Borough_Manhattan,10009,American,F_action,04J,78,Z_current
Borough_Manhattan,10009,American,F_action,10F,78,Z_current
Borough_Manhattan,10009,American,F_action,06D,78,Z_current
Borough_Manhattan,10009,American,F_action,08A,78,Z_current
Borough_Manhattan,10009,American,F_action,05D,78,Z_current
Borough_Queens,11375,---,D_action,08A,11,A_current
Borough_Queens,11375,---,D_action,04L,11,A_current
Borough_Queens,11375,---,D_action,08C,11,A_current
Borough_Manhattan,10017,Irish,U_action,10B,24,Z_current
Borough_Manhattan,10017,Irish,U_action,04H,24,Z_current
Borough_Manhattan,10014,American,D_action,10H,7,A_current
Borough_Manhattan,10017,Irish,U_action,08C,24,Z_current
Borough_Manhattan,10014,American,D_action,06D,7,A_current
Borough_Manhattan,10001,American,U_action,06E,17,B_current
Borough_Manhattan,10001,American,U_action,06C,17,B_current
Borough_Manhattan,10001,American,U_action,10B,17,B_current
Borough_Manhattan,10001,American,U_action,06D,17,B_current
Borough_Queens,11368,Spanish,U_action,10B,19,B_current
Borough_Manhattan,10019,Italian,D_action,10B,13,A_current
Borough_Manhattan,10019,Italian,D_action,06D,13,A_current
Borough_Manhattan,10019,Italian,D_action,06E,13,A_current
Borough_Queens,11368,Spanish,U_action,04A,19,B_current
Borough_Queens,11368,Spanish,U_action,04H,19,B_current
Borough_Queens,11372,---,U_action,06D,20,B_current
Borough_Manhattan,10014,Japanese,U_action,04L,17,A_current
Borough_Manhattan,10014,Japanese,U_action,06B,17,A_current
Borough_Manhattan,10014,Japanese,U_action,09C,17,A_current
Borough_Brooklyn,11216,Pizza,D_action,06C,12,A_current
Borough_Brooklyn,11216,Pizza,D_action,10E,12,A_current
Borough_Brooklyn,11216,Pizza,D_action,06D,12,A_current
Borough_Queens,11372,---,U_action,02H,20,B_current
Borough_Queens,11372,---,U_action,09C,20,B_current
Borough_Queens,11372,---,U_action,10F,20,B_current
Borough_Manhattan,10009,Mexican,D_action,10B,12,A_current
Borough_Manhattan,10009,Mexican,D_action,10F,12,A_current
Borough_Brooklyn,11211,Vegetarian,D_action,10B,12,A_current
Borough_Manhattan,10009,Mexican,D_action,02G,12,A_current
Borough_Brooklyn,11211,Vegetarian,D_action,10F,12,A_current
Borough_Brooklyn,11211,Vegetarian,D_action,02G,12,A_current
Borough_Brooklyn,11232,American,F_action,02G,44,C_current
Borough_Manhattan,10003,Italian,D_action,02G,13,A_current
Borough_Manhattan,10003,Italian,D_action,06E,13,A_current
Borough_Brooklyn,11201,American,F_action,10B,40,Z_current
Borough_Brooklyn,11201,American,F_action,04A,40,Z_current
Borough_Bronx,10466,Caribbean,O_action,10J,5,Z_current
Borough_Bronx,10473,Café/Coffee/Tea,D_action,02G,13,A_current
Borough_Brooklyn,11232,Chinese,D_action,06F,12,A_current
Borough_Manhattan,10009,Pizza,U_action,08A,13,A_current
Borough_Manhattan,10009,Pizza,U_action,04N,13,A_current
Borough_Manhattan,10009,Pizza,U_action,10B,13,A_current
Borough_Bronx,10466,Caribbean,O_action,10F,5,Z_current
Borough_Manhattan,10009,Pizza,U_action,02H,13,A_current
Borough_Brooklyn,11232,Chinese,D_action,10F,12,A_current
Borough_Queens,11105,Delicatessen,D_action,10F,7,A_current
Borough_Brooklyn,11229,Pizza/Italian,D_action,10B,12,A_current
Borough_Queens,11105,Delicatessen,D_action,06C,7,A_current
Borough_Brooklyn,11229,Pizza/Italian,D_action,10F,12,A_current
Borough_Brooklyn,11201,Café/Coffee/Tea,U_action,06E,12,A_current
Borough_Brooklyn,11229,Pizza/Italian,D_action,02B,12,A_current
Borough_Brooklyn,11201,Café/Coffee/Tea,U_action,04L,12,A_current
Borough_Manhattan,10014,Café/Coffee/Tea,D_action,10B,7,A_current
Borough_Manhattan,10001,Indian,U_action,08A,20,B_current
Borough_Manhattan,10016,American,U_action,04L,8,A_current
Borough_Manhattan,10019,Japanese,D_action,04H,12,A_current
Borough_Manhattan,10019,Japanese,D_action,06B,12,A_current
Borough_Manhattan,10014,Café/Coffee/Tea,D_action,10F,7,A_current
Borough_Brooklyn,11212,Seafood,U_action,06A,25,Z_current
Borough_Brooklyn,11212,Seafood,U_action,10B,25,Z_current
Borough_Queens,11379,Pizza,P_action,02B,24,A_current
Borough_Manhattan,10025,Japanese,U_action,06C,16,B_current
Borough_Bronx,10461,Pizza/Italian,D_action,02G,7,A_current
Borough_Manhattan,10001,Indian,U_action,04M,20,B_current
Borough_Manhattan,10001,Indian,U_action,08C,20,B_current
Borough_Manhattan,10001,Indian,U_action,10B,20,B_current
Borough_5,10306,Donuts,D_action,10F,2,A_current
Borough_Manhattan,10025,Japanese,U_action,05D,16,B_current
Borough_Brooklyn,11201,American,D_action,10F,11,A_current
Borough_Brooklyn,11201,American,D_action,99B,11,A_current
Borough_Bronx,10454,Spanish,D_action,06C,5,A_current
Borough_Brooklyn,11201,American,D_action,02B,11,A_current
Borough_Brooklyn,11204,Bakery,U_action,08A,24,B_current
Borough_Queens,11379,Pizza,P_action,02G,24,A_current
Borough_Queens,11379,Pizza,P_action,10H,24,A_current
Borough_Queens,11379,Pizza,P_action,99B,24,A_current
Borough_Brooklyn,11204,Bakery,U_action,04L,24,B_current
Borough_Brooklyn,11212,Seafood,U_action,02B,25,Z_current
Borough_Brooklyn,11212,Seafood,U_action,04L,25,Z_current
Borough_Brooklyn,11204,Bakery,U_action,10F,24,B_current
Borough_Queens,11379,Pizza,P_action,06A,24,A_current
Borough_Queens,11427,Chicken,D_action,10B,4,A_current
Borough_5,10303,American,U_action,10I,22,B_current
Borough_Manhattan,10001,American,U_action,02G,10,A_current
Borough_Queens,11418,American,U_action,10B,12,A_current
Borough_5,10303,American,U_action,10F,22,B_current
Borough_Manhattan,10022,Scandinavian,U_action,02G,27,Z_current
Borough_Manhattan,10022,Scandinavian,U_action,06D,27,Z_current
Borough_Manhattan,10022,Scandinavian,U_action,06E,27,Z_current
Borough_Manhattan,10022,Scandinavian,U_action,06C,27,Z_current
Borough_Manhattan,10011,Italian,D_action,10F,3,A_current
Borough_Manhattan,10036,American,D_action,02B,7,A_current
Borough_Brooklyn,11204,Bakery,U_action,08C,24,B_current
Borough_Queens,11101,Soups&Sandwiches,U_action,04N,20,Z_current
Borough_Queens,11370,Pizza/Italian,F_action,10F,34,Z_current
Borough_Queens,11418,American,U_action,04H,12,A_current
Borough_5,10303,American,U_action,04L,22,B_current
Borough_Queens,11377,Café/Coffee/Tea,D_action,10D,12,A_current
Borough_5,10303,American,U_action,04H,22,B_current
Borough_5,10303,American,U_action,08A,22,B_current
Borough_Queens,11377,Café/Coffee/Tea,D_action,10F,12,A_current
Borough_Bronx,10451,Chinese,F_action,02B,53,Z_current
Borough_Bronx,10451,Chinese,F_action,05D,53,Z_current
Borough_Bronx,10451,Chinese,F_action,06A,53,Z_current
Borough_Manhattan,10019,American,D_action,06D,7,A_current
Borough_Manhattan,10019,American,D_action,09C,7,A_current
Borough_Queens,11101,Soups&Sandwiches,U_action,08A,20,Z_current
Borough_Queens,11101,Soups&Sandwiches,U_action,99B,20,Z_current
Borough_Queens,11101,Soups&Sandwiches,U_action,02G,20,Z_current
Borough_Queens,11370,Pizza/Italian,F_action,02G,34,Z_current
Borough_Queens,11434,Chicken,U_action,06E,15,B_current
Borough_Queens,11370,Pizza/Italian,F_action,99B,34,Z_current
Borough_Queens,11415,Donuts,D_action,06C,11,A_current
Borough_Manhattan,10036,Steak,F_action,04L,34,A_current
Borough_Bronx,10451,Chinese,F_action,08A,53,Z_current
Borough_Bronx,10451,Chinese,F_action,04M,53,Z_current
Borough_Bronx,10451,Chinese,F_action,10I,53,Z_current
Borough_Bronx,10451,Chinese,F_action,06C,53,Z_current
Borough_Queens,11428,Spanish,D_action,04O,13,A_current
Borough_Bronx,10475,Caribbean,D_action,02B,13,A_current
Borough_Queens,11434,Chicken,U_action,10B,15,B_current
Borough_Bronx,10475,Caribbean,D_action,09B,13,A_current
Borough_Queens,11357,---,D_action,04L,9,A_current
Borough_Queens,11357,---,D_action,08A,9,A_current
Borough_Bronx,10462,Chicken,U_action,04L,10,A_current
Borough_Bronx,10462,Chicken,U_action,08A,10,A_current
Borough_Bronx,10475,Caribbean,D_action,09C,13,A_current
Borough_Queens,11434,Chicken,U_action,10F,15,B_current
Borough_Manhattan,10013,Italian,D_action,09C,13,A_current
Borough_Manhattan,10013,Italian,D_action,10F,13,A_current
Borough_Manhattan,10013,Italian,D_action,02G,13,A_current
Borough_Manhattan,10013,Italian,D_action,99B,13,A_current
Borough_Queens,11385,American,D_action,10J,12,A_current
Borough_Manhattan,10003,American,U_action,02G,20,B_current
Borough_Manhattan,10036,Steak,F_action,04M,34,A_current
Borough_Manhattan,10036,Steak,F_action,06A,34,A_current
Borough_Manhattan,10036,American,D_action,10F,3,A_current
Borough_Manhattan,10036,Steak,F_action,04H,34,A_current
Borough_Manhattan,10036,Steak,F_action,06C,34,A_current
Borough_Manhattan,10036,Steak,F_action,08A,34,A_current
Borough_Manhattan,10036,Steak,F_action,06E,34,A_current
Borough_Manhattan,10013,Italian,D_action,09C,13,A_current
Borough_Manhattan,10003,American,U_action,04L,20,B_current
Borough_Manhattan,10003,American,U_action,10B,20,B_current
Borough_Queens,11428,Spanish,D_action,02B,13,A_current
Borough_Queens,11385,American,D_action,10B,13,A_current
Borough_Manhattan,10013,Italian,D_action,05D,13,A_current
Borough_Brooklyn,11220,Pizza/Italian,U_action,06D,19,B_current
Borough_Queens,11379,Chinese/Japanese,G_action,10F,26,A_current
Borough_Queens,11103,American,U_action,06A,22,C_current
Borough_Queens,11103,American,U_action,02G,22,C_current
Borough_Queens,11385,American,D_action,04A,12,A_current
Borough_Queens,11385,American,D_action,06E,13,A_current
Borough_Queens,11385,American,D_action,10F,13,A_current
Borough_Queens,11103,American,U_action,04A,22,C_current
Borough_Brooklyn,11220,Bakery,U_action,06D,12,A_current
Borough_Brooklyn,11220,Bakery,U_action,06E,12,A_current
Borough_Queens,11372,---,U_action,09C,19,Z_current
Borough_Brooklyn,11220,Bakery,U_action,10F,12,A_current
Borough_Brooklyn,11220,Pizza/Italian,U_action,06A,19,B_current
Borough_Brooklyn,11220,Pizza/Italian,U_action,10B,19,B_current
Borough_Bronx,10461,American,D_action,06E,10,A_current
Borough_Bronx,10472,Sandwiches,G_action,04A,83,B_current
Borough_Bronx,10472,Sandwiches,G_action,04H,83,B_current
Borough_Bronx,10472,Sandwiches,G_action,05D,83,B_current
Borough_Brooklyn,11220,Pizza/Italian,U_action,02B,19,B_current
Borough_Queens,11379,Chinese/Japanese,G_action,02G,26,A_current
Borough_Queens,11379,Chinese/Japanese,G_action,04L,26,A_current
Borough_Bronx,10472,Sandwiches,G_action,04N,83,B_current
Borough_Queens,11385,Mexican,D_action,04L,11,A_current
Borough_Queens,11385,Mexican,D_action,08A,11,A_current
Borough_Queens,11385,Mexican,D_action,10E,11,A_current
Borough_5,10306,Bagels/Pretzels,D_action,10B,5,A_current
Borough_Manhattan,10001,Delicatessen,F_action,04N,15,B_current
Borough_Queens,11372,---,U_action,02B,19,Z_current
Borough_Queens,11372,---,U_action,06C,19,Z_current
Borough_Queens,11372,---,U_action,10B,19,Z_current
Borough_Bronx,10472,Sandwiches,G_action,05A,83,B_current
Borough_Queens,11354,American,U_action,99B,9,A_current
Borough_Queens,11354,American,U_action,02G,9,A_current
Borough_Bronx,10470,American,D_action,04H,12,A_current
Borough_Manhattan,10033,---,O_action,08A,10,C_current
Borough_Manhattan,10017,Japanese,O_action,10F,5,Z_current
Borough_Manhattan,10001,Delicatessen,F_action,10B,15,B_current
Borough_Manhattan,10012,American,D_action,10H,2,A_current
Borough_Queens,11434,Donuts,D_action,10B,9,A_current
Borough_Bronx,10470,American,D_action,10F,12,A_current
Borough_Manhattan,10023,Vegetarian,D_action,08C,7,A_current
Borough_Queens,11419,Chinese,D_action,10B,12,A_current
Borough_Manhattan,10006,Pizza,U_action,04N,27,B_current
Borough_Manhattan,10012,Italian,U_action,04M,24,Z_current
Borough_Brooklyn,11215,American,D_action,02G,7,A_current
Borough_Queens,11434,Donuts,D_action,04H,9,A_current
Borough_Queens,11419,Chinese,D_action,02B,12,A_current
Borough_Queens,11419,Chinese,D_action,10F,12,A_current
Borough_Manhattan,10006,Pizza,U_action,06D,27,B_current
Borough_Manhattan,10006,Pizza,U_action,08A,27,B_current
Borough_Manhattan,10012,Italian,U_action,06C,24,Z_current
Borough_Queens,11372,Asian,U_action,06E,20,B_current
Borough_Brooklyn,11226,Bakery,U_action,08A,20,B_current
Borough_Manhattan,10012,Italian,U_action,04A,24,Z_current
Borough_Brooklyn,11226,Bakery,U_action,04L,20,B_current
Borough_Brooklyn,11233,Chinese,D_action,10F,10,A_current
Borough_Brooklyn,11225,Caribbean,D_action,10B,12,A_current
Borough_Manhattan,10001,Jewish/Kosher,D_action,10F,10,A_current
Borough_Brooklyn,11215,Chinese,D_action,06C,7,A_current
Borough_Bronx,10458,Pizza,D_action,06D,7,A_current
Borough_Brooklyn,11225,Caribbean,D_action,04J,12,A_current
Borough_Brooklyn,11225,Caribbean,D_action,08C,12,A_current
Borough_Brooklyn,11223,Russian,D_action,10B,13,A_current
Borough_Brooklyn,11215,Chinese,D_action,10F,7,A_current
Borough_Queens,11372,Asian,U_action,04A,20,B_current
Borough_Queens,11372,Asian,U_action,10A,20,B_current
Borough_Brooklyn,11226,Bakery,U_action,04A,20,B_current
Borough_Bronx,10471,Japanese,D_action,06D,5,A_current
Borough_Brooklyn,11231,Pizza,F_action,10B,29,Z_current
Borough_Queens,11365,---,F_action,10B,31,C_current
Borough_Brooklyn,11231,Chinese,F_action,08A,26,B_current
Borough_Queens,11379,Bakery,D_action,10B,12,A_current
Borough_Manhattan,10001,Pizza,U_action,04L,16,A_current
Borough_Brooklyn,11229,Café/Coffee/Tea,D_action,06C,10,A_current
Borough_Brooklyn,11229,Café/Coffee/Tea,D_action,10B,10,A_current
Borough_Queens,11372,Chinese,F_action,04A,54,Z_current
Borough_Queens,11372,Chinese,F_action,06D,54,Z_current
Borough_Brooklyn,11229,Café/Coffee/Tea,D_action,10F,10,A_current
Borough_Brooklyn,11224,Donuts,D_action,06E,12,A_current
Borough_Queens,11365,---,F_action,10A,31,C_current
Borough_Manhattan,10004,Tapas,D_action,05D,12,A_current
Borough_Manhattan,10001,Pizza,U_action,09B,16,A_current
Borough_Queens,11378,Chinese,P_action,04L,21,A_current
Borough_Brooklyn,11233,Chinese,D_action,10E,10,A_current
Borough_Manhattan,10004,Tapas,D_action,10E,12,A_current
Borough_Bronx,10472,---,U_action,04L,17,B_current
Borough_Brooklyn,11205,Sandwiches,D_action,10B,11,A_current
Borough_Manhattan,10033,Chinese/Japanese,F_action,02B,40,B_current
Borough_Manhattan,10033,Chinese/Japanese,F_action,04M,40,B_current
Borough_Manhattan,10016,Turkish,U_action,04N,5,A_current
Borough_Queens,11372,Chinese,F_action,08A,54,Z_current
Borough_Brooklyn,11233,Chinese,D_action,10B,10,A_current
Borough_Manhattan,10001,Jewish/Kosher,D_action,10E,10,A_current
Borough_Bronx,10461,Pizza,D_action,02B,8,A_current
Borough_Queens,11385,Pizza/Italian,D_action,08A,11,A_current
Borough_Queens,11361,---,U_action,08C,2,A_current
Borough_5,10301,Pizza,D_action,05D,12,A_current
Borough_Manhattan,10002,Asian,F_action,04L,30,Z_current
Borough_Brooklyn,11203,Caribbean,F_action,04L,30,C_current
Borough_Brooklyn,11203,Caribbean,F_action,10F,30,C_current
Borough_Manhattan,10004,American,U_action,06D,8,A_current
Borough_Brooklyn,11231,Pizza,F_action,10F,29,Z_current
Borough_Manhattan,10019,Mexican,D_action,06D,12,A_current
Borough_Manhattan,10019,Mexican,D_action,06E,12,A_current
Borough_Brooklyn,11223,Russian,D_action,04N,13,A_current
Borough_Brooklyn,11223,Jewish/Kosher,F_action,10F,34,Z_current
Borough_Manhattan,10002,Asian,F_action,06C,30,Z_current
Borough_Brooklyn,11203,Caribbean,F_action,08A,30,C_current
Borough_Brooklyn,11223,Russian,D_action,08A,13,A_current
Borough_Queens,11421,Spanish,F_action,02B,36,Z_current
Borough_Brooklyn,11231,Pizza,F_action,04A,29,Z_current
Borough_Brooklyn,11231,Pizza,F_action,06F,29,Z_current
Borough_Brooklyn,11211,Mexican,U_action,06A,27,Z_current
Borough_Brooklyn,11224,Donuts,D_action,02G,12,A_current
Borough_Brooklyn,11223,Jewish/Kosher,F_action,04N,34,Z_current
Borough_Brooklyn,11223,Jewish/Kosher,F_action,08A,34,Z_current
Borough_Queens,11365,---,F_action,04H,31,C_current
Borough_Queens,11365,---,F_action,08C,31,C_current
Borough_Queens,11421,Spanish,F_action,02G,36,Z_current
Borough_Queens,11421,Spanish,F_action,06D,36,Z_current
Borough_Queens,11421,Spanish,F_action,06E,36,Z_current
Borough_Brooklyn,11211,Mexican,U_action,10B,19,B_current
Borough_Bronx,10474,Spanish,D_action,10F,9,A_current
Borough_Brooklyn,11226,Chinese,D_action,02B,12,A_current
Borough_Brooklyn,11226,Chinese,D_action,06E,12,A_current
Borough_Queens,11421,Spanish,F_action,05D,36,Z_current
Borough_Queens,11378,Chinese,P_action,06A,21,A_current
Borough_Queens,11365,---,F_action,04A,31,C_current
Borough_Queens,11366,Jewish/Kosher,U_action,04A,26,Z_current
Borough_Queens,11366,Jewish/Kosher,U_action,10B,26,Z_current
Borough_Bronx,10474,Spanish,D_action,02B,9,A_current
Borough_Queens,11354,Chinese,U_action,08A,16,B_current
Borough_Brooklyn,11231,Chinese,F_action,02G,26,B_current
Borough_Brooklyn,11231,Chinese,F_action,04H,26,B_current
Borough_Queens,11368,Italian,U_action,10D,13,A_current
Borough_5,10306,American,D_action,10F,9,A_current
Borough_Brooklyn,11211,Mexican,U_action,02B,19,B_current
Borough_Brooklyn,11231,Chinese,F_action,04N,26,B_current
Borough_Manhattan,10011,Thai,U_action,10J,16,Z_current
Borough_Brooklyn,11231,Chinese,F_action,10F,26,B_current
Borough_Brooklyn,11223,Russian,F_action,04N,43,Z_current
Borough_Brooklyn,11223,Russian,F_action,09C,43,Z_current
Borough_Manhattan,10014,Italian,D_action,06C,13,A_current
Borough_Manhattan,10014,Italian,D_action,10F,13,A_current
Borough_Queens,11385,---,D_action,04H,8,A_current
Borough_Queens,11422,Caribbean,D_action,06E,12,A_current
Borough_Queens,11422,Caribbean,D_action,10E,12,A_current
Borough_Manhattan,10024,Thai,F_action,02G,54,Z_current
Borough_Manhattan,10024,Thai,F_action,04H,54,Z_current
Borough_Queens,11378,Chinese,P_action,04M,21,A_current
Borough_Queens,11378,Chinese,P_action,08C,21,A_current
Borough_Brooklyn,11211,American,D_action,04H,13,A_current
Borough_Queens,11368,Italian,U_action,04L,13,A_current
Borough_Bronx,10472,---,U_action,04A,17,B_current
Borough_Queens,11365,---,F_action,10F,31,C_current
Borough_Queens,11354,Chinese,U_action,04L,16,B_current
Borough_Brooklyn,11237,Chicken,U_action,04L,21,B_current
Borough_Queens,11372,Chinese,F_action,08C,54,Z_current
Borough_Queens,11385,Spanish,D_action,10H,12,A_current
Borough_Queens,11373,Mexican,U_action,06E,26,Z_current
Borough_Queens,11373,Mexican,U_action,08A,26,Z_current
Borough_Manhattan,10025,Pizza,U_action,02B,17,B_current
Borough_Manhattan,10025,Pizza,U_action,10B,17,B_current
Borough_Brooklyn,11211,American,F_action,06D,38,Z_current
Borough_Brooklyn,11223,Russian,F_action,08A,43,Z_current
Borough_Queens,11357,Other,D_action,02B,9,A_current
Borough_Queens,11372,Chinese,F_action,06C,54,Z_current
Borough_Queens,11378,Chinese,P_action,08A,21,A_current
Borough_Manhattan,10016,Turkish,U_action,04L,5,A_current
Borough_Bronx,10459,Other,D_action,06C,5,A_current
Borough_Manhattan,10024,Spanish,F_action,02B,34,Z_current
Borough_Queens,11372,Chinese,F_action,06A,54,Z_current
Borough_Bronx,10463,American,F_action,04C,81,Z_current
Borough_Bronx,10463,American,F_action,04J,81,Z_current
Borough_Bronx,10463,American,F_action,06D,81,Z_current
